trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
371,False,"{'a': 0.8, 'e': 0.02447752327165267}",25,0,31.855855214402794,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.8, 'e': 0.024233967845691113}",30,16,20.963670949556956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.8, 'e': 0.023992835836709175}",30,20,17.226844902921158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.8, 'e': 0.023754103131304997}",30,19,22.83884515881216,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.8, 'e': 0.023517745856009107}",25,8,-12.856347217254177,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
376,False,"{'a': 0.8, 'e': 0.023283740374897}",20,0,31.00814789525605,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.8, 'e': 0.023052063287225571}",20,0,32.79580026118137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.8, 'e': 0.02282269142509297}",25,19,4.353077233773146,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.8, 'e': 0.022595601851121864}",25,5,18.228586631104587,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
380,False,"{'a': 0.8, 'e': 0.022370771856165591}",25,18,15.310214069380304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.8, 'e': 0.022148178957037315}",20,3,27.24329057791118,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.8, 'e': 0.02192780089426161}",20,3,7.212008659639971,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
383,False,"{'a': 0.8, 'e': 0.021709615629848571}",20,0,28.12780248816511,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.8, 'e': 0.021493601345089923}",25,13,-2.6335087539536026,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
385,False,"{'a': 0.8, 'e': 0.021279736438377168}",25,2,36.57875634455984,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.8, 'e': 0.021067999523041434}",25,6,30.79439541498165,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.8, 'e': 0.020858369425214716}",25,4,34.66064035704648,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.8, 'e': 0.020650825181712566}",20,10,17.39749700542828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.8, 'e': 0.020445346037937653}",25,5,31.259544273223465,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.8, 'e': 0.020241911445804391}",30,18,22.527063492262148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.8, 'e': 0.020040501061684014}",20,2,26.721740589461184,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.8, 'e': 0.019841094744370288}",20,10,16.96669411078273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.8, 'e': 0.019643672553065292}",30,8,26.146701862532808,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.8, 'e': 0.019448214745385391}",20,16,9.160937348276951,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.8, 'e': 0.01925470177538692}",20,6,18.210876754595805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.8, 'e': 0.019063114291611637}",20,2,33.106218060697636,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.8, 'e': 0.018873433135151486}",35,18,31.445561548343974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.8, 'e': 0.018685639337732773}",20,0,32.546029485565384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.8, 'e': 0.018499714119819242}",20,13,13.2110033433775,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.8, 'e': 0.018315638888734179}",20,2,5.9558490181031605,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
401,False,"{'a': 0.8, 'e': 0.018133395236801075}",20,8,14.686539678858452,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.8, 'e': 0.017952964939502849}",20,10,9.986931980149537,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.8, 'e': 0.017774329953659442}",30,24,11.575994139577325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.8, 'e': 0.017597472415623393}",30,15,26.32503621199486,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.8, 'e': 0.017422374639493515}",25,12,21.847454375856387,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.8, 'e': 0.017249019115346265}",25,20,8.144837333432706,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.8, 'e': 0.017077388507484793}",20,2,32.51728161487232,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.8, 'e': 0.016907465652705279}",20,11,13.006514647532423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.8, 'e': 0.016739233558580632}",20,14,8.838565270946717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.8, 'e': 0.016572675401761255}",20,14,12.684301199182865,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.8, 'e': 0.016407774526292645}",30,15,30.152149302349727,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.8, 'e': 0.016244514441949871}",25,3,31.77808705015898,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.8, 'e': 0.016082878822588433}",20,0,31.090719884871984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
414,False,"{'a': 0.8, 'e': 0.015922851504511698}",35,8,-20.24170576641549,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 1}",1
415,False,"{'a': 0.8, 'e': 0.015764416484854486}",20,2,28.41190240637607,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.8, 'e': 0.015607557919982831}",20,0,28.69444019061727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
417,False,"{'a': 0.8, 'e': 0.015452260123909515}",30,0,43.41759527907349,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.8, 'e': 0.015298507566725518}",30,24,10.293722569369947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.8, 'e': 0.01514628487304698}",25,0,36.23989406128943,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.8, 'e': 0.014995576820477703}",20,0,28.162517816067417,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
421,False,"{'a': 0.8, 'e': 0.014846368338086832}",30,8,41.66504212609573,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.8, 'e': 0.014698644504901784}",25,9,28.833473918017905,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.8, 'e': 0.014552390548416123}",20,0,33.78404392536529,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.8, 'e': 0.01440759184311235}",25,12,25.476577117354534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.8, 'e': 0.014264233908999256}",20,0,27.87575745024438,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
426,False,"{'a': 0.8, 'e': 0.014122302410163962}",30,13,34.92096354024925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.8, 'e': 0.013981783153338296}",20,5,22.369395589228304,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.8, 'e': 0.013842662086479501}",20,10,14.956992540509548,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.8, 'e': 0.013704925297364945}",20,10,16.721706234006433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.8, 'e': 0.013568559012200934}",30,20,19.16547147507631,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.8, 'e': 0.013433549594245302}",30,22,15.13325583672897,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.8, 'e': 0.013299883542443767}",25,10,28.7613002841165,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.8, 'e': 0.013167547490079751}",20,11,14.727202928927516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.8, 'e': 0.013036528203437736}",25,15,21.053511583466847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.8, 'e': 0.012906812580479862}",20,2,18.761526762713622,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.8, 'e': 0.012778387649535761}",25,0,41.614922681856385,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.8, 'e': 0.012651240568005305}",25,13,25.29350125556669,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.8, 'e': 0.012525358621074385}",25,14,14.799466727686564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.8, 'e': 0.012400729220443406}",30,16,22.597134337423753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.8, 'e': 0.012277339903068436}",25,20,11.491497896590325,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.8, 'e': 0.012155178329914935}",20,16,7.7707745750183115,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.8, 'e': 0.012034232284723775}",20,6,20.74895626929721,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.8, 'e': 0.011914489672789647}",30,16,24.80063619761748,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.8, 'e': 0.011795938519751562}",20,6,24.225407608674935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.8, 'e': 0.011678566970395442}",30,13,29.197920445201934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.8, 'e': 0.011562363287468536}",20,9,21.840104061182576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.8, 'e': 0.011447315850505711}",25,2,34.03777866516758,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.8, 'e': 0.011333413154667387}",20,11,12.896617890607626,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.8, 'e': 0.011220643809589084}",25,9,28.200057451496928,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.8, 'e': 0.011108996538242306}",20,14,9.759608573717195,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.8, 'e': 0.010998460175806881}",30,8,36.444710154144865,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.8, 'e': 0.01088902366855444}",25,10,20.019591074439155,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.8, 'e': 0.010780676072743084}",25,8,29.57719251624432,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.8, 'e': 0.010673406553522925}",30,15,30.620227675252128,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.8, 'e': 0.010567204383852655}",25,17,11.455843130690102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.8, 'e': 0.010462058943426795}",25,0,35.16167538559594,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
457,False,"{'a': 0.8, 'e': 0.010357959717613696}",20,0,7.031870028724659,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
458,False,"{'a': 0.8, 'e': 0.010254896296404022}",30,14,5.985520727833108,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
459,False,"{'a': 0.8, 'e': 0.010152858373369763}",25,5,33.78584903949869,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.8, 'e': 0.010051835744633576}",25,0,36.52160430268892,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
461,False,"{'a': 0.8, 'e': 0.0099518183078484198}",25,9,29.794726156278685,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.8, 'e': 0.0098527960611872571}",30,22,14.293182816213504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.8, 'e': 0.0097547591023429032}",25,11,29.047822858375167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.8, 'e': 0.0096576976275377768}",25,16,21.397295988235356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.8, 'e': 0.0095616019305435045}",30,8,40.352774064257474,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.8, 'e': 0.0094664624017103231}",20,11,19.326774775464543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.8, 'e': 0.0093722695270060576}",25,12,23.140932200573154,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.8, 'e': 0.0092790138870647437}",30,8,30.879027332706826,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.8, 'e': 0.0091866861562446642}",25,10,23.376238597680146,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.8, 'e': 0.0090952771016958155}",25,11,24.269822042110153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.8, 'e': 0.0090047775824365593}",30,10,31.179849911546224,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.8, 'e': 0.0089151785484395535}",20,0,30.491689035701388,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
12,True,"{'a': 0.8, 'e': 0.0088264710397267226}",30,7,42.00333431953303,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.8, 'e': 0.0087386461854732905}",20,2,30.12818007315159,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.8, 'e': 0.0086516952031206341}",30,16,26.610691670353436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.8, 'e': 0.0085656093974980606}",25,17,13.66686250872339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.8, 'e': 0.0084803801599532599}",20,11,13.191470437490025,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.8, 'e': 0.0083959989674914706}",20,16,5.671805184029063,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.8, 'e': 0.0083124573819231187}",20,10,17.268372969674314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.8, 'e': 0.0082297470490200302}",25,1,36.131288397296096,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.8, 'e': 0.0081478596976799818}",20,12,15.112174608890152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
